Player,Time,ACS,Kills,Death,Assists,Kills - Death,ADR,First Kill,First Death,First Kill - First Death,HS%,Adversário,Mapa,Mapa Pick,Lado de Início,Data,Rounds Vencidos,Rounds Perdidos,Astra,Breach,Brimstone,Cypher,Jett,Kay/O,Killjoy,Omen,Phoenix,Raze,Reyna,Sage,Skye,Sova,Viper,Yoru,Etapa,Campeonato,Bracket,MD
romi,Stars Horizon Fem,136,7,8,5,-1,919,1,1,0,16%,4 duelistas,Haven,Null,Ataque,05/08/2021,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Mands,4 duelistas,292,20,18,4,2,1745,5,6,-1,25%,Stars Horizon Fem,Bind,Null,Ataque,05/08/2021,8,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Lunna,4 duelistas,259,18,15,8,3,1619,1,1,0,9%,Stars Horizon Fem,Bind,Null,Ataque,05/08/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Oitavas de Final,3
lezinha,4 duelistas,250,18,20,1,-2,1210,1,3,-2,25%,Stars Horizon Fem,Bind,Null,Ataque,05/08/2021,8,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
nathmoonz,4 duelistas,172,14,13,4,1,1160,0,1,-1,25%,Stars Horizon Fem,Bind,Null,Ataque,05/08/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Pepita,4 duelistas,60,3,18,3,-15,467,1,2,-1,19%,Stars Horizon Fem,Bind,Null,Ataque,05/08/2021,8,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
mindle,Stars Horizon Fem,271,21,15,6,6,1686,3,2,1,20%,4 duelistas,Bind,Null,Defesa,05/08/2021,13,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
romi,Stars Horizon Fem,251,22,11,6,11,1379,3,0,3,23%,4 duelistas,Bind,Null,Defesa,05/08/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
blu,Stars Horizon Fem,214,15,18,8,-3,1331,3,4,-1,27%,4 duelistas,Bind,Null,Defesa,05/08/2021,13,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Ori,Stars Horizon Fem,206,13,15,10,-2,1322,1,0,1,15%,4 duelistas,Bind,Null,Defesa,05/08/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Oitavas de Final,3
kalita,Stars Horizon Fem,180,13,14,3,-1,1290,3,2,1,20%,4 duelistas,Bind,Null,Defesa,05/08/2021,13,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
celinett,B4 Angels,315,17,4,7,13,1843,1,1,0,22%,Breakout,Ascent,Null,Ataque,05/08/2021,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Isaa,B4 Angels,266,15,9,1,6,1191,6,1,5,21%,Breakout,Ascent,Null,Ataque,05/08/2021,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Shizue,B4 Angels,229,12,7,8,5,1632,1,0,1,30%,Breakout,Ascent,Null,Ataque,05/08/2021,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
tayhuhu,B4 Angels,210,11,6,5,5,1253,2,0,2,13%,Breakout,Ascent,Null,Ataque,05/08/2021,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Oitavas de Final,3
shyz,B4 Angels,210,10,7,4,3,1476,2,0,2,14%,Breakout,Ascent,Null,Ataque,05/08/2021,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
frantastic,Breakout,285,15,12,3,3,1821,0,2,-2,26%,B4 Angels,Ascent,Null,Defesa,05/08/2021,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Bia,Breakout,185,7,13,5,-6,1300,2,3,-1,15%,B4 Angels,Ascent,Null,Defesa,05/08/2021,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
mizi,Breakout,169,7,12,1,-5,1117,0,1,-1,14%,B4 Angels,Ascent,Null,Defesa,05/08/2021,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Kisa,Breakout,67,2,14,2,-12,456,0,4,-4,6%,B4 Angels,Ascent,Null,Defesa,05/08/2021,1,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
igs,Breakout,63,2,14,2,-12,506,0,2,-2,6%,B4 Angels,Ascent,Null,Defesa,05/08/2021,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Isaa,B4 Angels,332,19,6,3,13,1802,3,0,3,36%,Breakout,Haven,Null,Ataque,05/08/2021,13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
tayhuhu,B4 Angels,279,16,4,9,12,1751,2,0,2,19%,Breakout,Haven,Null,Ataque,05/08/2021,13,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
shyz,B4 Angels,210,10,11,4,-1,1315,3,3,0,14%,Breakout,Haven,Null,Ataque,05/08/2021,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Shizue,B4 Angels,188,12,11,5,1,1261,1,0,1,36%,Breakout,Haven,Null,Ataque,05/08/2021,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
celinett,B4 Angels,181,11,9,4,2,1107,1,2,-1,16%,Breakout,Haven,Null,Ataque,05/08/2021,13,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
igs,Breakout,301,14,15,4,-1,1538,1,2,-1,33%,B4 Angels,Haven,Null,Defesa,05/08/2021,2,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Bia,Breakout,179,9,12,2,-3,1988,0,3,-3,15%,B4 Angels,Haven,Null,Defesa,05/08/2021,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
frantastic,Breakout,160,7,14,4,-7,1004,0,1,-1,12%,B4 Angels,Haven,Null,Defesa,05/08/2021,2,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Kisa,Breakout,154,6,14,3,-8,1012,4,2,2,18%,B4 Angels,Haven,Null,Defesa,05/08/2021,2,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
mizi,Breakout,104,5,13,1,-8,713,0,2,-2,33%,B4 Angels,Haven,Null,Defesa,05/08/2021,2,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Lele,Number Six Victory,280,19,11,10,8,1711,3,1,2,18%,Demitidas,Breeze,Null,Defesa,05/08/2021,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Krysme,Number Six Victory,275,20,14,5,6,1660,2,3,-1,20%,Demitidas,Breeze,Null,Defesa,05/08/2021,13,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Misty,Number Six Victory,254,16,14,6,2,1530,5,0,5,30%,Demitidas,Breeze,Null,Defesa,05/08/2021,13,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
GabiT,Number Six Victory,229,15,11,11,4,1813,1,5,-4,11%,Demitidas,Breeze,Null,Defesa,05/08/2021,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Oitavas de Final,3
ScherBi,Number Six Victory,196,17,12,6,5,1575,0,0,0,14%,Demitidas,Breeze,Null,Defesa,05/08/2021,13,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
giacomiN,Demitidas,309,22,17,1,5,2500,7,3,4,29%,Number Six Victory,Breeze,Null,Ataque,05/08/2021,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
juju,Demitidas,221,14,18,6,-4,1740,0,2,-2,28%,Number Six Victory,Breeze,Null,Ataque,05/08/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Oitavas de Final,3
muddt,Demitidas,164,10,17,3,-7,1184,1,2,-1,14%,Number Six Victory,Breeze,Null,Ataque,05/08/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
camysinha,Demitidas,134,9,15,5,-6,850,1,1,0,36%,Number Six Victory,Breeze,Null,Ataque,05/08/2021,7,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Lore,Demitidas,102,7,20,4,-13,686,0,3,-3,32%,Number Six Victory,Breeze,Null,Ataque,05/08/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
ScherBi,Number Six Victory,343,23,8,5,15,1959,1,2,-1,20%,Demitidas,Ascent,Null,Ataque,05/08/2021,13,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Misty,Number Six Victory,266,18,14,8,4,1608,4,2,2,11%,Demitidas,Ascent,Null,Ataque,05/08/2021,13,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Krysme,Number Six Victory,181,14,8,2,6,1212,1,0,1,16%,Demitidas,Ascent,Null,Ataque,05/08/2021,13,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Lele,Number Six Victory,174,12,12,5,0,1202,3,0,3,16%,Demitidas,Ascent,Null,Ataque,05/08/2021,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Oitavas de Final,3
GabiT,Number Six Victory,161,12,9,5,3,1573,2,4,-2,12%,Demitidas,Ascent,Null,Ataque,05/08/2021,13,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
giacomiN,Demitidas,249,14,14,3,0,1549,5,3,2,29%,Number Six Victory,Ascent,Null,Defesa,05/08/2021,6,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
camysinha,Demitidas,174,9,17,5,-8,997,1,2,-1,15%,Number Six Victory,Ascent,Null,Defesa,05/08/2021,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Oitavas de Final,3
muddt,Demitidas,159,11,16,3,-5,996,0,2,-2,14%,Number Six Victory,Ascent,Null,Defesa,05/08/2021,6,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Lore,Demitidas,156,10,16,5,-6,1031,1,2,-1,18%,Number Six Victory,Ascent,Null,Defesa,05/08/2021,6,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
juju,Demitidas,117,7,16,7,-9,668,1,2,-1,14%,Number Six Victory,Ascent,Null,Defesa,05/08/2021,6,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
isa1,Havan Liberty Female,351,18,11,10,7,2198,2,2,0,16%,"Tem cura, Sage?",Icebox,Null,Ataque,05/08/2021,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
hannabacon,Havan Liberty Female,304,20,7,4,13,1979,4,0,4,33%,"Tem cura, Sage?",Icebox,Null,Ataque,05/08/2021,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
let,Havan Liberty Female,253,16,9,6,7,1621,1,3,-2,31%,"Tem cura, Sage?",Icebox,Null,Ataque,05/08/2021,13,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
mittens,Havan Liberty Female,207,12,9,3,3,1348,2,2,0,23%,"Tem cura, Sage?",Icebox,Null,Ataque,05/08/2021,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Oitavas de Final,3
sayuri,Havan Liberty Female,124,8,7,7,1,675,0,0,0,13%,"Tem cura, Sage?",Icebox,Null,Ataque,05/08/2021,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Oitavas de Final,3
anne,"Tem cura, Sage?",255,16,12,2,4,1427,1,1,0,11%,Havan Liberty Female,Icebox,Null,Defesa,05/08/2021,3,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
caahteixeiira,"Tem cura, Sage?",162,7,16,6,-9,1095,3,1,2,16%,Havan Liberty Female,Icebox,Null,Defesa,05/08/2021,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
may,"Tem cura, Sage?",145,7,15,1,-8,983,1,4,-3,19%,Havan Liberty Female,Icebox,Null,Defesa,05/08/2021,3,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
HiraLeticia,"Tem cura, Sage?",132,8,15,4,-7,781,1,0,1,18%,Havan Liberty Female,Icebox,Null,Defesa,05/08/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Oitavas de Final,3
baesht,"Tem cura, Sage?",123,5,16,5,-11,683,1,3,-2,17%,Havan Liberty Female,Icebox,Null,Defesa,05/08/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
isa1,Havan Liberty Female,274,22,12,4,10,1579,6,0,6,23%,"Tem cura, Sage?",Split,Null,Defesa,05/08/2021,13,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
let,Havan Liberty Female,263,20,13,4,7,1580,5,4,1,31%,"Tem cura, Sage?",Split,Null,Defesa,05/08/2021,13,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
hannabacon,Havan Liberty Female,201,14,18,3,-4,1132,3,1,2,16%,"Tem cura, Sage?",Split,Null,Defesa,05/08/2021,13,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
sayuri,Havan Liberty Female,200,16,12,8,4,1323,1,0,1,19%,"Tem cura, Sage?",Split,Null,Defesa,05/08/2021,13,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
mittens,Havan Liberty Female,164,12,14,9,-2,1139,2,0,2,25%,"Tem cura, Sage?",Split,Null,Defesa,05/08/2021,13,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
anne,"Tem cura, Sage?",206,15,18,3,-3,1335,1,5,-4,14%,Havan Liberty Female,Split,Null,Ataque,05/08/2021,9,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
baesht,"Tem cura, Sage?",192,13,16,4,-3,1300,1,3,-2,13%,Havan Liberty Female,Split,Null,Ataque,05/08/2021,9,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
may,"Tem cura, Sage?",185,14,18,1,-4,1347,2,4,-2,28%,Havan Liberty Female,Split,Null,Ataque,05/08/2021,9,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
caahteixeiira,"Tem cura, Sage?",174,14,17,1,-3,1171,1,5,-4,34%,Havan Liberty Female,Split,Null,Ataque,05/08/2021,9,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
HiraLeticia,"Tem cura, Sage?",163,13,15,6,-2,885,0,0,0,16%,Havan Liberty Female,Split,Null,Ataque,05/08/2021,9,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
isa,Cruzeiro eSports,310,19,8,5,11,1889,2,1,1,22%,InVids,Icebox,Null,Defesa,05/08/2021,13,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
bubu,Cruzeiro eSports,277,17,7,3,10,1444,3,1,2,4%,InVids,Icebox,Null,Defesa,05/08/2021,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
juleszZz,Cruzeiro eSports,259,15,5,7,10,1685,5,0,5,21%,InVids,Icebox,Null,Defesa,05/08/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Oitavas de Final,3
Bizerra,Cruzeiro eSports,231,16,9,3,7,1259,2,1,1,30%,InVids,Icebox,Null,Defesa,05/08/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Oitavas de Final,3
consu,Cruzeiro eSports,178,11,7,5,4,1104,2,0,2,10%,InVids,Icebox,Null,Defesa,05/08/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
baby,InVids,207,12,14,2,-2,916,1,2,-1,7%,Cruzeiro eSports,Icebox,Null,Ataque,05/08/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
mrn,InVids,162,8,14,2,-6,988,1,2,-1,6%,Cruzeiro eSports,Icebox,Null,Ataque,05/08/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Oitavas de Final,3
CREMOSA,InVids,113,6,18,1,-12,698,1,7,-6,24%,Cruzeiro eSports,Icebox,Null,Ataque,05/08/2021,4,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
nathyzera,InVids,94,5,16,0,-11,594,0,2,-2,13%,Cruzeiro eSports,Icebox,Null,Ataque,05/08/2021,4,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Asuna,InVids,78,5,16,2,-11,502,0,1,-1,0%,Cruzeiro eSports,Icebox,Null,Ataque,05/08/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Oitavas de Final,3
isa,Cruzeiro eSports,275,23,13,4,10,1557,3,0,3,16%,InVids,Breeze,Null,Ataque,05/08/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Bizerra,Cruzeiro eSports,262,19,11,10,8,1814,3,1,2,29%,InVids,Breeze,Null,Ataque,05/08/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Oitavas de Final,3
bubu,Cruzeiro eSports,240,18,13,4,5,1346,5,1,4,6%,InVids,Breeze,Null,Ataque,05/08/2021,13,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
consu,Cruzeiro eSports,225,16,11,5,5,1429,2,1,1,14%,InVids,Breeze,Null,Ataque,05/08/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Oitavas de Final,3
juleszZz,Cruzeiro eSports,189,15,12,5,3,1183,3,2,1,29%,InVids,Breeze,Null,Ataque,05/08/2021,13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
baby,InVids,300,22,15,1,7,1847,1,1,0,20%,Cruzeiro eSports,Breeze,Null,Defesa,05/08/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
CREMOSA,InVids,183,12,18,3,-6,1278,4,7,-3,32%,Cruzeiro eSports,Breeze,Null,Defesa,05/08/2021,8,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
mrn,InVids,162,13,19,5,-6,995,0,2,-2,24%,Cruzeiro eSports,Breeze,Null,Defesa,05/08/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Oitavas de Final,3
nathyzera,InVids,105,6,22,2,-16,622,0,1,-1,13%,Cruzeiro eSports,Breeze,Null,Defesa,05/08/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Oitavas de Final,3
Asuna,InVids,87,7,17,6,-10,546,0,5,-5,10%,Cruzeiro eSports,Breeze,Null,Defesa,05/08/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Oitavas de Final,3
bstrdd,Gamelanders Purple,372,24,14,5,10,2020,3,2,1,32%,Imperium e-Sports,Split,Null,Ataque,06/08/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
nat1,Gamelanders Purple,290,19,10,2,9,1641,2,3,-1,13%,Imperium e-Sports,Split,Null,Ataque,06/08/2021,13,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
daiki,Gamelanders Purple,249,16,7,2,9,1505,3,0,3,42%,Imperium e-Sports,Split,Null,Ataque,06/08/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Drn,Gamelanders Purple,199,10,6,13,4,1363,0,0,0,21%,Imperium e-Sports,Split,Null,Ataque,06/08/2021,13,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
naxy,Gamelanders Purple,174,11,9,4,2,1074,2,2,0,14%,Imperium e-Sports,Split,Null,Ataque,06/08/2021,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
andzera,Imperium e-Sports,196,11,17,2,-6,1808,0,1,-1,26%,Gamelanders Purple,Split,Null,Defesa,06/08/2021,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Pome,Imperium e-Sports,188,10,15,4,-5,1339,0,0,0,25%,Gamelanders Purple,Split,Null,Defesa,06/08/2021,4,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Haru,Imperium e-Sports,152,9,16,1,-7,972,2,7,-5,21%,Gamelanders Purple,Split,Null,Defesa,06/08/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
luiza,Imperium e-Sports,152,8,16,3,-8,885,2,2,0,23%,Gamelanders Purple,Split,Null,Defesa,06/08/2021,4,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
biANca77,Imperium e-Sports,119,8,16,5,-8,624,3,0,3,17%,Gamelanders Purple,Split,Null,Defesa,06/08/2021,4,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
bstrdd,Gamelanders Purple,396,21,7,3,14,2354,7,1,6,14%,Imperium e-Sports,Icebox,Null,Defesa,06/08/2021,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
nat1,Gamelanders Purple,315,16,5,5,11,2211,4,0,4,17%,Imperium e-Sports,Icebox,Null,Defesa,06/08/2021,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
daiki,Gamelanders Purple,261,14,4,5,10,1767,1,0,1,32%,Imperium e-Sports,Icebox,Null,Defesa,06/08/2021,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Quartas de Final,3
Drn,Gamelanders Purple,153,8,3,3,5,924,1,0,1,17%,Imperium e-Sports,Icebox,Null,Defesa,06/08/2021,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
naxy,Gamelanders Purple,124,7,4,3,3,753,0,0,0,28%,Imperium e-Sports,Icebox,Null,Defesa,06/08/2021,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Quartas de Final,3
andzera,Imperium e-Sports,162,7,13,0,-6,1046,0,1,-1,23%,Gamelanders Purple,Icebox,Null,Ataque,06/08/2021,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Quartas de Final,3
luiza,Imperium e-Sports,141,6,15,2,-9,717,0,6,-6,19%,Gamelanders Purple,Icebox,Null,Ataque,06/08/2021,1,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Pome,Imperium e-Sports,98,4,12,0,-8,569,0,2,-2,19%,Gamelanders Purple,Icebox,Null,Ataque,06/08/2021,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
biANca77,Imperium e-Sports,80,3,13,1,-10,544,1,3,-2,38%,Gamelanders Purple,Icebox,Null,Ataque,06/08/2021,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Quartas de Final,3
Haru,Imperium e-Sports,77,3,13,1,-10,609,0,1,-1,7%,Gamelanders Purple,Icebox,Null,Ataque,06/08/2021,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Dani,VIvo Keyd Athenas,332,27,14,7,13,1963,3,0,3,27%,Stars Horizon Fem,Bind,Null,Defesa,06/08/2021,13,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
