Player,Time,ACS,Kills,Death,Assists,Kills - Death,ADR,First Kill,First Death,First Kill - First Death,HS%,Adversário,Mapa,Mapa Pick,Lado de Início,Data,Rounds Vencidos,Rounds Perdidos,Astra,Breach,Brimstone,Cypher,Jett,Kay/O,Killjoy,Omen,Phoenix,Raze,Reyna,Sage,Skye,Sova,Viper,Yoru,Etapa,Campeonato,Bracket,MD
antG,VIvo Keyd Athenas,300,24,14,7,10,1746,4,4,0,27%,Stars Horizon Fem,Bind,Null,Defesa,06/08/2021,13,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
isla,VIvo Keyd Athenas,211,17,15,4,2,1446,3,5,-2,32%,Stars Horizon Fem,Bind,Null,Defesa,06/08/2021,13,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Larischz,VIvo Keyd Athenas,210,15,15,6,0,1333,2,1,1,19%,Stars Horizon Fem,Bind,Null,Defesa,06/08/2021,13,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Badgal,VIvo Keyd Athenas,124,9,13,10,-4,682,0,0,0,13%,Stars Horizon Fem,Bind,Null,Defesa,06/08/2021,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Quartas de Final,3
mindle,Stars Horizon Fem,260,18,21,7,-3,1704,2,2,0,19%,VIvo Keyd Athenas,Bind,Null,Ataque,06/08/2021,9,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
kalita,Stars Horizon Fem,256,20,17,4,3,1515,4,6,-2,18%,VIvo Keyd Athenas,Bind,Null,Ataque,06/08/2021,9,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
romi,Stars Horizon Fem,163,13,18,4,-5,1083,1,1,0,21%,VIvo Keyd Athenas,Bind,Null,Ataque,06/08/2021,9,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Ori,Stars Horizon Fem,154,12,16,6,-4,959,2,2,0,32%,VIvo Keyd Athenas,Bind,Null,Ataque,06/08/2021,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Quartas de Final,3
blu,Stars Horizon Fem,129,8,20,8,-12,881,1,1,0,21%,VIvo Keyd Athenas,Bind,Null,Ataque,06/08/2021,9,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
antG,VIvo Keyd Athenas,250,21,14,6,7,1521,2,5,-3,24%,Stars Horizon Fem,Haven,Null,Ataque,06/08/2021,13,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Dani,VIvo Keyd Athenas,224,16,16,6,0,1395,4,3,1,22%,Stars Horizon Fem,Haven,Null,Ataque,06/08/2021,13,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Badgal,VIvo Keyd Athenas,205,17,13,3,4,1642,0,1,-1,5%,Stars Horizon Fem,Haven,Null,Ataque,06/08/2021,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Quartas de Final,3
isla,VIvo Keyd Athenas,198,14,17,4,-3,1738,2,3,-1,30%,Stars Horizon Fem,Haven,Null,Ataque,06/08/2021,13,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Larischz,VIvo Keyd Athenas,181,14,16,4,-2,1069,1,1,0,19%,Stars Horizon Fem,Haven,Null,Ataque,06/08/2021,13,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
romi,Stars Horizon Fem,251,20,15,7,5,1930,2,0,2,31%,VIvo Keyd Athenas,Haven,Null,Defesa,06/08/2021,9,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
mindle,Stars Horizon Fem,243,17,17,8,0,1477,4,3,1,11%,VIvo Keyd Athenas,Haven,Null,Defesa,06/08/2021,9,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
kalita,Stars Horizon Fem,212,15,15,5,0,1399,4,2,2,24%,VIvo Keyd Athenas,Haven,Null,Defesa,06/08/2021,9,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Ori,Stars Horizon Fem,176,13,17,6,-4,1197,0,2,-2,32%,VIvo Keyd Athenas,Haven,Null,Defesa,06/08/2021,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Quartas de Final,3
blu,Stars Horizon Fem,148,11,18,7,-7,803,3,2,1,38%,VIvo Keyd Athenas,Haven,Null,Defesa,06/08/2021,9,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Isaa,B4 Angels,447,27,8,3,19,2281,4,3,1,24%,Number Six Victory,Ascent,Null,Ataque,06/08/2021,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
shyz,B4 Angels,232,12,11,7,1,1657,2,2,0,19%,Number Six Victory,Ascent,Null,Ataque,06/08/2021,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
tayhuhu,B4 Angels,222,14,7,7,7,1453,1,1,0,20%,Number Six Victory,Ascent,Null,Ataque,06/08/2021,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Quartas de Final,3
celinett,B4 Angels,179,9,8,2,1,1138,3,0,3,16%,Number Six Victory,Ascent,Null,Ataque,06/08/2021,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Shizue,B4 Angels,126,8,8,7,0,796,0,0,0,22%,Number Six Victory,Ascent,Null,Ataque,06/08/2021,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
GabiT,Number Six Victory,304,18,13,1,5,1863,2,0,2,19%,B4 Angels,Ascent,Null,Defesa,06/08/2021,3,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
ScherBi,Number Six Victory,221,11,14,3,-3,2037,2,0,2,32%,B4 Angels,Ascent,Null,Defesa,06/08/2021,3,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Misty,Number Six Victory,163,7,14,4,-7,1113,1,5,-4,9%,B4 Angels,Ascent,Null,Defesa,06/08/2021,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Krysme,Number Six Victory,79,4,15,1,-11,511,1,1,0,24%,B4 Angels,Ascent,Null,Defesa,06/08/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Lele,Number Six Victory,60,2,14,3,-12,377,0,4,-4,0%,B4 Angels,Ascent,Null,Defesa,06/08/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Quartas de Final,3
Shizue,B4 Angels,311,17,3,3,14,1845,2,0,2,20%,Number Six Victory,Bind,Null,Defesa,06/08/2021,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Quartas de Final,3
tayhuhu,B4 Angels,291,14,2,4,12,1692,1,1,0,31%,Number Six Victory,Bind,Null,Defesa,06/08/2021,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
shyz,B4 Angels,285,12,10,6,2,1773,3,2,1,14%,Number Six Victory,Bind,Null,Defesa,06/08/2021,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Isaa,B4 Angels,262,14,3,3,11,1498,2,1,1,26%,Number Six Victory,Bind,Null,Defesa,06/08/2021,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
celinett,B4 Angels,136,7,6,3,1,741,1,0,1,16%,Number Six Victory,Bind,Null,Defesa,06/08/2021,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Lele,Number Six Victory,204,9,13,1,-4,1065,1,0,1,19%,B4 Angels,Bind,Null,Ataque,06/08/2021,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Quartas de Final,3
Krysme,Number Six Victory,141,6,13,2,-7,778,3,1,2,11%,B4 Angels,Bind,Null,Ataque,06/08/2021,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
ScherBi,Number Six Victory,100,4,12,1,-8,620,0,1,-1,6%,B4 Angels,Bind,Null,Ataque,06/08/2021,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
GabiT,Number Six Victory,100,2,13,5,-11,831,0,1,-1,17%,B4 Angels,Bind,Null,Ataque,06/08/2021,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Quartas de Final,3
Misty,Number Six Victory,85,3,13,2,-10,689,0,6,-6,10%,B4 Angels,Bind,Null,Ataque,06/08/2021,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
isa1,Havan Liberty Female,356,26,11,2,15,1952,4,3,1,22%,Cruzeiro eSports,Icebox,Null,Ataque,06/08/2021,13,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
mittens,Havan Liberty Female,279,20,12,2,8,1803,3,2,1,44%,Cruzeiro eSports,Icebox,Null,Ataque,06/08/2021,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Quartas de Final,3
sayuri,Havan Liberty Female,252,18,11,5,7,1430,1,0,1,13%,Cruzeiro eSports,Icebox,Null,Ataque,06/08/2021,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Quartas de Final,3
let,Havan Liberty Female,172,10,13,11,-3,1055,1,3,-2,19%,Cruzeiro eSports,Icebox,Null,Ataque,06/08/2021,13,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
hannabacon,Havan Liberty Female,136,8,14,1,-6,943,2,0,2,18%,Cruzeiro eSports,Icebox,Null,Ataque,06/08/2021,13,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
isa,Cruzeiro eSports,258,16,17,4,-1,1313,3,2,1,46%,Havan Liberty Female,Icebox,Null,Defesa,06/08/2021,6,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Bizerra,Cruzeiro eSports,236,12,16,7,-4,1539,3,1,2,33%,Havan Liberty Female,Icebox,Null,Defesa,06/08/2021,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Quartas de Final,3
juleszZz,Cruzeiro eSports,228,16,17,4,-1,1546,0,3,-3,34%,Havan Liberty Female,Icebox,Null,Defesa,06/08/2021,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Quartas de Final,3
thalia,Cruzeiro eSports,184,12,15,5,-3,977,2,2,0,4%,Havan Liberty Female,Icebox,Null,Defesa,06/08/2021,6,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
bubu,Cruzeiro eSports,91,5,17,3,-12,619,0,3,-3,9%,Havan Liberty Female,Icebox,Null,Defesa,06/08/2021,6,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
let,Havan Liberty Female,329,20,12,5,8,1891,2,1,1,24%,Cruzeiro eSports,Haven,Null,Ataque,06/08/2021,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
isa1,Havan Liberty Female,261,17,6,9,11,1541,2,0,2,24%,Cruzeiro eSports,Haven,Null,Ataque,06/08/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
mittens,Havan Liberty Female,217,13,11,9,2,1339,1,1,0,31%,Cruzeiro eSports,Haven,Null,Ataque,06/08/2021,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
sayuri,Havan Liberty Female,202,13,10,5,3,1202,3,1,2,13%,Cruzeiro eSports,Haven,Null,Ataque,06/08/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Quartas de Final,3
hannabacon,Havan Liberty Female,186,13,10,3,3,984,3,3,0,14%,Cruzeiro eSports,Haven,Null,Ataque,06/08/2021,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
thalia,Cruzeiro eSports,257,14,14,2,0,1507,0,1,-1,14%,Havan Liberty Female,Haven,Null,Defesa,06/08/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
bubu,Cruzeiro eSports,205,13,15,1,-2,1146,3,3,0,15%,Havan Liberty Female,Haven,Null,Defesa,06/08/2021,4,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
isa,Cruzeiro eSports,151,9,15,2,-6,1014,0,2,-2,26%,Havan Liberty Female,Haven,Null,Defesa,06/08/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
Bizerra,Cruzeiro eSports,132,7,18,3,-11,918,2,2,0,24%,Havan Liberty Female,Haven,Null,Defesa,06/08/2021,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
juleszZz,Cruzeiro eSports,126,6,14,1,-8,812,1,3,-2,8%,Havan Liberty Female,Haven,Null,Defesa,06/08/2021,4,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Quartas de Final,3
nat1,Gamelanders Purple,314,23,14,4,9,1794,5,0,5,15%,VIvo Keyd Athenas,Icebox,Null,Ataque,07/08/2021,13,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
daiki,Gamelanders Purple,289,23,14,7,9,1853,2,1,1,27%,VIvo Keyd Athenas,Icebox,Null,Ataque,07/08/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Semifinal,3
bstrdd,Gamelanders Purple,216,14,17,3,-3,1440,2,5,-3,23%,VIvo Keyd Athenas,Icebox,Null,Ataque,07/08/2021,13,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
naxy,Gamelanders Purple,212,16,16,11,0,1210,1,2,-1,20%,VIvo Keyd Athenas,Icebox,Null,Ataque,07/08/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Semifinal,3
Drn,Gamelanders Purple,137,12,9,2,3,823,1,2,-1,29%,VIvo Keyd Athenas,Icebox,Null,Ataque,07/08/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
antG,VIvo Keyd Athenas,288,20,20,5,0,1656,4,2,2,22%,Gamelanders Purple,Icebox,Null,Defesa,07/08/2021,8,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
isla,VIvo Keyd Athenas,235,18,15,2,3,1389,3,2,1,24%,Gamelanders Purple,Icebox,Null,Defesa,07/08/2021,8,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
Dani,VIvo Keyd Athenas,190,13,17,2,-4,1244,2,1,1,20%,Gamelanders Purple,Icebox,Null,Defesa,07/08/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
Badgal,VIvo Keyd Athenas,150,10,15,5,-5,1140,0,4,-4,18%,Gamelanders Purple,Icebox,Null,Defesa,07/08/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Semifinal,3
Larischz,VIvo Keyd Athenas,147,9,21,5,-12,739,1,2,-1,22%,Gamelanders Purple,Icebox,Null,Defesa,07/08/2021,8,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
bstrdd,Gamelanders Purple,253,17,14,5,3,1468,3,1,2,22%,VIvo Keyd Athenas,Bind,Null,Defesa,07/08/2021,13,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
daiki,Gamelanders Purple,232,17,9,10,8,1432,0,1,-1,24%,VIvo Keyd Athenas,Bind,Null,Defesa,07/08/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Semifinal,3
nat1,Gamelanders Purple,228,17,11,4,6,1333,6,2,4,18%,VIvo Keyd Athenas,Bind,Null,Defesa,07/08/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Semifinal,3
naxy,Gamelanders Purple,182,15,11,7,4,1090,1,2,-1,13%,VIvo Keyd Athenas,Bind,Null,Defesa,07/08/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Semifinal,3
Drn,Gamelanders Purple,170,13,13,4,0,887,3,2,1,14%,VIvo Keyd Athenas,Bind,Null,Defesa,07/08/2021,13,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
isla,VIvo Keyd Athenas,239,17,15,3,2,1907,0,4,-4,20%,Gamelanders Purple,Bind,Null,Ataque,07/08/2021,8,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
antG,VIvo Keyd Athenas,213,14,17,3,-3,1541,2,6,-4,27%,Gamelanders Purple,Bind,Null,Ataque,07/08/2021,8,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
Larischz,VIvo Keyd Athenas,135,11,16,0,-5,833,1,1,0,14%,Gamelanders Purple,Bind,Null,Ataque,07/08/2021,8,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
Badgal,VIvo Keyd Athenas,122,8,14,4,-6,764,2,1,1,6%,Gamelanders Purple,Bind,Null,Ataque,07/08/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Semifinal,3
Dani,VIvo Keyd Athenas,114,8,17,1,-9,647,3,1,2,16%,Gamelanders Purple,Bind,Null,Ataque,07/08/2021,8,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
tayhuhu,B4 Angels,373,27,7,4,20,1951,3,0,3,25%,Havan Liberty Female,Bind,Null,Ataque,07/08/2021,13,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
shyz,B4 Angels,257,18,17,7,1,1722,4,2,2,12%,Havan Liberty Female,Bind,Null,Ataque,07/08/2021,13,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
Shizue,B4 Angels,198,14,10,9,4,1341,1,1,0,22%,Havan Liberty Female,Bind,Null,Ataque,07/08/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Semifinal,3
Isaa,B4 Angels,167,14,12,5,2,1257,2,4,-2,25%,Havan Liberty Female,Bind,Null,Ataque,07/08/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Semifinal,3
celinett,B4 Angels,131,11,11,3,0,708,2,2,0,36%,Havan Liberty Female,Bind,Null,Ataque,07/08/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
sayuri,Havan Liberty Female,196,13,16,5,-3,1155,0,1,-1,16%,B4 Angels,Bind,Null,Defesa,07/08/2021,8,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
let,Havan Liberty Female,169,12,18,4,-6,885,3,4,-1,19%,B4 Angels,Bind,Null,Defesa,07/08/2021,8,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
mittens,Havan Liberty Female,166,12,16,6,-4,1274,3,2,1,25%,B4 Angels,Bind,Null,Defesa,07/08/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
hannabacon,Havan Liberty Female,164,10,18,5,-8,984,2,4,-2,6%,B4 Angels,Bind,Null,Defesa,07/08/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Protocolo: Evolução,Semifinal,3
isa1,Havan Liberty Female,129,10,16,2,-6,640,1,1,0,3%,B4 Angels,Bind,Null,Defesa,07/08/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Semifinal,3
shyz,B4 Angels,305,16,12,7,4,1788,3,1,2,22%,Havan Liberty Female,Split,Null,Defesa,07/08/2021,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
tayhuhu,B4 Angels,228,15,5,8,10,1329,1,0,1,21%,Havan Liberty Female,Split,Null,Defesa,07/08/2021,13,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
Shizue,B4 Angels,225,15,8,5,7,1351,4,0,4,24%,Havan Liberty Female,Split,Null,Defesa,07/08/2021,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
Isaa,B4 Angels,214,12,7,5,5,1406,4,2,2,19%,Havan Liberty Female,Split,Null,Defesa,07/08/2021,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
celinett,B4 Angels,177,10,5,5,5,1179,1,0,1,20%,Havan Liberty Female,Split,Null,Defesa,07/08/2021,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
sayuri,Havan Liberty Female,208,13,12,2,1,1291,2,3,-1,30%,B4 Angels,Split,Null,Ataque,07/08/2021,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
let,Havan Liberty Female,152,7,15,3,-8,980,0,4,-4,11%,B4 Angels,Split,Null,Ataque,07/08/2021,3,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
hannabacon,Havan Liberty Female,142,8,14,1,-6,754,0,2,-2,7%,B4 Angels,Split,Null,Ataque,07/08/2021,3,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
isa1,Havan Liberty Female,115,4,13,4,-9,768,1,2,-1,14%,B4 Angels,Split,Null,Ataque,07/08/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
mittens,Havan Liberty Female,89,5,14,4,-9,644,0,2,-2,24%,B4 Angels,Split,Null,Ataque,07/08/2021,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Semifinal,3
bstrdd,Gamelanders Purple,297,28,19,4,9,1915,0,1,-1,35%,B4 Angels,Split,Null,Defesa,08/08/2021,14,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Protocolo: Evolução,Final,3
daiki,Gamelanders Purple,228,20,18,2,2,1288,2,3,-1,18%,B4 Angels,Split,Null,Defesa,08/08/2021,14,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Evolução,Final,3
nat1,Gamelanders Purple,224,17,22,7,-5,1328,5,6,-1,8%,B4 Angels,Split,Null,Defesa,08/08/2021,14,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Final,3
Drn,Gamelanders Purple,137,13,17,10,-4,871,2,3,-1,12%,B4 Angels,Split,Null,Defesa,08/08/2021,14,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Final,3
naxy,Gamelanders Purple,133,12,18,5,-6,874,1,3,-2,14%,B4 Angels,Split,Null,Defesa,08/08/2021,14,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Final,3
Isaa,B4 Angels,307,27,18,3,9,1801,9,2,7,14%,Gamelanders Purple,Split,Null,Ataque,08/08/2021,12,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Final,3
Shizue,B4 Angels,190,16,20,9,-4,1305,2,0,2,21%,Gamelanders Purple,Split,Null,Ataque,08/08/2021,12,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Final,3
celinett,B4 Angels,188,18,14,6,4,1079,2,1,1,15%,Gamelanders Purple,Split,Null,Ataque,08/08/2021,12,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Final,3
tayhuhu,B4 Angels,186,18,17,11,1,1252,0,1,-1,10%,Gamelanders Purple,Split,Null,Ataque,08/08/2021,12,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Evolução,Final,3
shyz,B4 Angels,163,15,21,5,-6,984,3,6,-3,14%,Gamelanders Purple,Split,Null,Ataque,08/08/2021,12,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Final,3
bstrdd,Gamelanders Purple,291,22,20,6,2,1820,2,3,-1,22%,B4 Angels,Bind,Null,Defesa,08/08/2021,11,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Evolução,Final,3
daiki,Gamelanders Purple,231,16,17,8,-1,1575,1,2,-1,20%,B4 Angels,Bind,Null,Defesa,08/08/2021,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Evolução,Final,3
