Player,Time,Região,ACS,Kills,Ignorar,Deaths,Assists,ADR (Ignorar),ADR,First Kill,First Death,FK - FD,HS%,Adversário,Região Adiversário,Mapa,Mapa Pick,Lado de Início,Rounds Vencidos,Rounds Perdidos,Resultado,Rounds Ataque,Rounds Defesa,Agente,Data,Etapa,Campeonato,Grupo,Bracket,MD
d3ffo,Gambit Esports,EMEA,175,12,/12/,12,3,1184,"118,4",6,1,5,"0,35",Crazy Raccoon,JP,Ascent,Gambit Esports,Ataque,13,8,Vencedor,5,8,Jett,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
Redgar,Gambit Esports,EMEA,157,12,/15/,15,9,1331,"133,1",1,1,0,"0,24",Crazy Raccoon,JP,Ascent,Gambit Esports,Ataque,13,8,Vencedor,5,8,Astra,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
neth,Crazy Raccoon,JP,289,22,/18/,18,4,1629,"162,9",1,1,0,"0,27",Gambit Esports,EMEA,Ascent,Gambit Esports,Defesa,8,13,Perdedor,1,7,Astra,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
Medusa,Crazy Raccoon,JP,232,17,/18/,18,5,1434,"143,4",2,2,0,"0,27",Gambit Esports,EMEA,Ascent,Gambit Esports,Defesa,8,13,Perdedor,1,7,Cypher,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
ade,Crazy Raccoon,JP,133,9,/16/,16,4,878,"87,8",0,4,-4,"0,21",Gambit Esports,EMEA,Ascent,Gambit Esports,Defesa,8,13,Perdedor,1,7,Viper,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
Fisker,Crazy Raccoon,JP,98,6,/20/,20,6,730,73,0,5,-5,"0,38",Gambit Esports,EMEA,Ascent,Gambit Esports,Defesa,8,13,Perdedor,1,7,Skye,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
Munchkin,Crazy Raccoon,JP,89,7,/16/,16,4,642,"64,2",0,6,-6,"0,04",Gambit Esports,EMEA,Ascent,Gambit Esports,Defesa,8,13,Perdedor,1,7,Raze,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
d3ffo,Gambit Esports,EMEA,271,25,/20/,20,2,1558,"155,8",4,4,0,"0,31",Crazy Raccoon,JP,Icebox,Crazy Raccoon,Defesa,14,12,Vencedor,9,5,Jett,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
nAts,Gambit Esports,EMEA,236,20,/20/,20,11,1647,"164,7",3,5,-2,"0,37",Crazy Raccoon,JP,Icebox,Crazy Raccoon,Defesa,14,12,Vencedor,9,5,Viper,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
Chronicle,Gambit Esports,EMEA,221,20,/18/,18,2,1470,147,0,4,-4,"0,34",Crazy Raccoon,JP,Icebox,Crazy Raccoon,Defesa,14,12,Vencedor,9,5,Sova,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
sheydos,Gambit Esports,EMEA,167,15,/16/,16,2,1076,"107,6",3,1,2,"0,25",Crazy Raccoon,JP,Icebox,Crazy Raccoon,Defesa,14,12,Vencedor,9,5,Reyna,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
Redgar,Gambit Esports,EMEA,152,13,/19/,19,12,1035,"103,5",2,0,2,"0,32",Crazy Raccoon,JP,Icebox,Crazy Raccoon,Defesa,14,12,Vencedor,9,5,Sage,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
Fisker,Crazy Raccoon,JP,243,23,/22/,22,3,1572,"157,2",6,5,1,"0,39",Gambit Esports,EMEA,Icebox,Crazy Raccoon,Ataque,12,14,Perdedor,8,4,Jett,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
Munchkin,Crazy Raccoon,JP,227,20,/19/,19,6,1514,"151,4",2,4,-2,"0,2",Gambit Esports,EMEA,Icebox,Crazy Raccoon,Ataque,12,14,Perdedor,8,4,Reyna,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
Bazzi,Crazy Raccoon,JP,223,19,/19/,19,8,1403,"140,3",4,2,2,"0,21",Gambit Esports,EMEA,Icebox,Crazy Raccoon,Ataque,12,14,Perdedor,8,4,Sova,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
ade,Crazy Raccoon,JP,183,16,/14/,14,9,1205,"120,5",0,0,0,"0,33",Gambit Esports,EMEA,Icebox,Crazy Raccoon,Ataque,12,14,Perdedor,8,4,Viper,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
neth,Crazy Raccoon,JP,162,15,/19/,19,9,1053,"105,3",2,1,1,"0,29",Gambit Esports,EMEA,Icebox,Crazy Raccoon,Ataque,12,14,Perdedor,8,4,Sage,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
TenZ,Sentinels,NA,391,24,/7/,7,4,2516,"251,6",5,1,4,"0,2",F4Q,KR,Breeze,Sentinels,Ataque,13,3,Vencedor,10,3,Jett,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
ShahZaM,Sentinels,NA,266,17,/8/,8,8,1819,"181,9",1,0,1,"0,2",F4Q,KR,Breeze,Sentinels,Ataque,13,3,Vencedor,10,3,Sova,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
dapr,Sentinels,NA,203,12,/9/,9,2,1183,"118,3",4,1,3,"0,14",F4Q,KR,Breeze,Sentinels,Ataque,13,3,Vencedor,10,3,Killjoy,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
SicK,Sentinels,NA,167,9,/9/,9,8,1134,"113,4",2,2,0,"0,17",F4Q,KR,Breeze,Sentinels,Ataque,13,3,Vencedor,10,3,Skye,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
zombs,Sentinels,NA,147,8,/9/,9,12,1182,"118,2",0,0,0,"0,26",F4Q,KR,Breeze,Sentinels,Ataque,13,3,Vencedor,10,3,Viper,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
Bunny,F4Q,KR,259,15,/13/,13,1,1496,"149,6",0,3,-3,"0,17",Sentinels,NA,Breeze,Sentinels,Defesa,3,13,Perdedor,1,2,Jett,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
Efina,F4Q,KR,183,10,/13/,13,1,1166,"116,6",1,3,-2,"0,29",Sentinels,NA,Breeze,Sentinels,Defesa,3,13,Perdedor,1,2,Killjoy,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
fiveK,F4Q,KR,163,8,/16/,16,4,1158,"115,8",2,2,0,"0,2",Sentinels,NA,Breeze,Sentinels,Defesa,3,13,Perdedor,1,2,Skye,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
zunba,F4Q,KR,137,6,/14/,14,2,1094,"109,4",1,3,-2,"0,27",Sentinels,NA,Breeze,Sentinels,Defesa,3,13,Perdedor,1,2,Yoru,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
Esperanza,F4Q,KR,70,3,/14/,14,2,533,"53,3",0,1,-1,"0,27",Sentinels,NA,Breeze,Sentinels,Defesa,3,13,Perdedor,1,2,Viper,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
zombs,Sentinels,NA,238,19,/17/,17,5,1463,"146,3",0,1,-1,"0,16",F4Q,KR,Split,F4Q,Defesa,9,13,Perdedor,2,7,Astra,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
SicK,Sentinels,NA,201,13,/16/,16,8,1371,"137,1",3,2,1,"0,15",F4Q,KR,Split,F4Q,Defesa,9,13,Perdedor,2,7,Sage,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
TenZ,Sentinels,NA,174,14,/19/,19,2,1071,"107,1",1,6,-5,"0,16",F4Q,KR,Split,F4Q,Defesa,9,13,Perdedor,2,7,Reyna,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
dapr,Sentinels,NA,146,11,/17/,17,6,945,"94,5",3,2,1,"0,18",F4Q,KR,Split,F4Q,Defesa,9,13,Perdedor,2,7,Cypher,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
ShahZaM,Sentinels,NA,127,8,/16/,16,5,869,"86,9",0,4,-4,"0,11",F4Q,KR,Split,F4Q,Defesa,9,13,Perdedor,2,7,Jett,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
Bunny,F4Q,KR,321,26,/14/,14,3,1995,"199,5",9,4,5,"0,15",Sentinels,NA,Split,F4Q,Ataque,13,9,Vencedor,5,8,Raze,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
fiveK,F4Q,KR,294,22,/14/,14,5,1929,"192,9",2,0,2,"0,21",Sentinels,NA,Split,F4Q,Ataque,13,9,Vencedor,5,8,Reyna,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
Esperanza,F4Q,KR,210,16,/12/,12,10,1507,"150,7",1,1,0,"0,32",Sentinels,NA,Split,F4Q,Ataque,13,9,Vencedor,5,8,Sage,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
zunba,F4Q,KR,203,14,/12/,12,14,1446,"144,6",2,1,1,"0,2",Sentinels,NA,Split,F4Q,Ataque,13,9,Vencedor,5,8,Astra,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
Efina,F4Q,KR,79,7,/13/,13,1,515,"51,5",1,1,0,"0,24",Sentinels,NA,Split,F4Q,Ataque,13,9,Vencedor,5,8,Killjoy,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
SicK,Sentinels,NA,321,19,/12/,12,5,2152,"215,2",3,1,2,"0,28",F4Q,KR,Haven,Sentinels,Lado de Início,13,4,Vencedor,10,3,Phoenix,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
TenZ,Sentinels,NA,303,18,/14/,14,5,1811,"181,1",4,4,0,"0,23",F4Q,KR,Haven,Sentinels,Lado de Início,13,4,Vencedor,10,3,Jett,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
ShahZaM,Sentinels,NA,197,13,/6/,6,7,1395,"139,5",2,0,2,"0,24",F4Q,KR,Haven,Sentinels,Lado de Início,13,4,Vencedor,10,3,Sova,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
zombs,Sentinels,NA,157,11,/9/,9,8,1198,"119,8",0,0,0,"0,26",F4Q,KR,Haven,Sentinels,Lado de Início,13,4,Vencedor,10,3,Astra,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
dapr,Sentinels,NA,142,9,/10/,10,3,1108,"110,8",1,2,-1,"0,12",F4Q,KR,Haven,Sentinels,Lado de Início,13,4,Vencedor,10,3,Cypher,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
Bunny,F4Q,KR,254,14,/14/,14,3,1596,"159,6",2,1,1,"0,15",Sentinels,NA,Haven,Sentinels,Lado de Início,4,13,Perdedor,2,2,Raze,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
zunba,F4Q,KR,206,14,/13/,13,6,1487,"148,7",1,2,-1,"0,34",Sentinels,NA,Haven,Sentinels,Lado de Início,4,13,Perdedor,2,2,Astra,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
fiveK,F4Q,KR,194,10,/15/,15,6,1475,"147,5",2,1,1,"0,31",Sentinels,NA,Haven,Sentinels,Lado de Início,4,13,Perdedor,2,2,Reyna,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
Esperanza,F4Q,KR,128,7,/14/,14,2,940,94,2,2,0,"0,43",Sentinels,NA,Haven,Sentinels,Lado de Início,4,13,Perdedor,2,2,Sova,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
Efina,F4Q,KR,105,6,/14/,14,3,811,"81,1",0,4,-4,"0,22",Sentinels,NA,Haven,Sentinels,Lado de Início,4,13,Perdedor,2,2,Killjoy,16/09/2021,0,Masters Berlin 2021,D,Abertura,3
stax,Vision Strikers,KR,212,12,/15/,15,7,1209,"120,9",1,0,1,"0,37",Gambit Esports,EMEA,Bind,Vision Strikers,Defesa,2,13,Perdedor,10,3,Breach,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
MaKo,Vision Strikers,KR,178,7,/13/,13,3,1397,"139,7",2,2,0,"0,42",Gambit Esports,EMEA,Bind,Vision Strikers,Defesa,2,13,Perdedor,10,3,Astra,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Lakia,Vision Strikers,KR,147,7,/14/,14,1,1141,"114,1",1,2,-1,"0,33",Gambit Esports,EMEA,Bind,Vision Strikers,Defesa,2,13,Perdedor,10,3,Skye,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
BuZz,Vision Strikers,KR,127,7,/13/,13,1,837,"83,7",1,3,-2,"0,19",Gambit Esports,EMEA,Bind,Vision Strikers,Defesa,2,13,Perdedor,10,3,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Rb,Vision Strikers,KR,57,1,/14/,14,5,480,48,1,2,-1,0,Gambit Esports,EMEA,Bind,Vision Strikers,Defesa,2,13,Perdedor,10,3,Raze,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
nAts,Gambit Esports,EMEA,460,24,/9/,9,7,2829,"282,9",1,1,0,"0,26",Vision Strikers,KR,Bind,Vision Strikers,Ataque,13,2,Vencedor,0,2,Viper,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
sheydos,Gambit Esports,EMEA,226,14,/10/,10,9,1521,"152,1",4,2,2,"0,33",Vision Strikers,KR,Bind,Vision Strikers,Ataque,13,2,Vencedor,0,2,Skye,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
d3ffo,Gambit Esports,EMEA,220,13,/6/,6,2,1343,"134,3",2,3,-1,"0,12",Vision Strikers,KR,Bind,Vision Strikers,Ataque,13,2,Vencedor,0,2,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Redgar,Gambit Esports,EMEA,154,10,/6/,6,3,1179,"117,9",1,0,1,"0,32",Vision Strikers,KR,Bind,Vision Strikers,Ataque,13,2,Vencedor,0,2,Astra,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Chronicle,Gambit Esports,EMEA,127,8,/3/,3,6,827,"82,7",1,0,1,"0,2",Vision Strikers,KR,Bind,Vision Strikers,Ataque,13,2,Vencedor,0,2,Sova,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
BuZz,Vision Strikers,KR,248,18,/10/,10,1,1586,"158,6",6,3,3,"0,21",Gambit Esports,EMEA,Split,Gambit Esports,Defesa,13,7,Vencedor,5,8,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
stax,Vision Strikers,KR,231,21,/11/,11,3,1588,"158,8",0,1,-1,"0,5",Gambit Esports,EMEA,Split,Gambit Esports,Defesa,13,7,Vencedor,5,8,Skye,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
MaKo,Vision Strikers,KR,218,15,/11/,11,9,1502,"150,2",2,1,1,"0,38",Gambit Esports,EMEA,Split,Gambit Esports,Defesa,13,7,Vencedor,5,8,Astra,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Rb,Vision Strikers,KR,207,14,/14/,14,12,1366,"136,6",2,1,1,"0,26",Gambit Esports,EMEA,Split,Gambit Esports,Defesa,13,7,Vencedor,5,8,Sage,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
k1Ng,Vision Strikers,KR,147,9,/13/,13,4,1037,"103,7",3,1,2,"0,21",Gambit Esports,EMEA,Split,Gambit Esports,Defesa,13,7,Vencedor,5,8,Killjoy,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Chronicle,Gambit Esports,EMEA,233,16,/17/,17,4,1498,"149,8",3,1,2,"0,16",Vision Strikers,KR,Split,Gambit Esports,Ataque,7,13,Perdedor,4,3,Viper,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
nAts,Gambit Esports,EMEA,204,13,/17/,17,2,1461,"146,1",0,3,-3,"0,24",Vision Strikers,KR,Split,Gambit Esports,Ataque,7,13,Perdedor,4,3,Cypher,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
d3ffo,Gambit Esports,EMEA,185,13,/14/,14,2,1212,"121,2",2,6,-4,"0,2",Vision Strikers,KR,Split,Gambit Esports,Ataque,7,13,Perdedor,4,3,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Redgar,Gambit Esports,EMEA,171,12,/16/,16,5,1056,"105,6",2,3,-1,"0,31",Vision Strikers,KR,Split,Gambit Esports,Ataque,7,13,Perdedor,4,3,Astra,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
sheydos,Gambit Esports,EMEA,80,5,/13/,13,3,632,"63,2",0,0,0,"0,29",Vision Strikers,KR,Split,Gambit Esports,Ataque,7,13,Perdedor,4,3,Skye,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
BuZz,Vision Strikers,KR,303,23,/16/,16,3,1746,"174,6",4,3,1,"0,23",Gambit Esports,EMEA,Icebox,Vision Strikers,Defesa,8,13,Perdedor,4,4,Agente,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
MaKo,Vision Strikers,KR,194,12,/12/,12,10,1901,"190,1",0,1,-1,"0,23",Gambit Esports,EMEA,Icebox,Vision Strikers,Defesa,8,13,Perdedor,4,4,Agente,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
k1Ng,Vision Strikers,KR,171,13,/16/,16,1,1127,"112,7",1,2,-1,"0,36",Gambit Esports,EMEA,Icebox,Vision Strikers,Defesa,8,13,Perdedor,4,4,Agente,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
stax,Vision Strikers,KR,151,12,/14/,14,11,1085,"108,5",3,4,-1,"0,34",Gambit Esports,EMEA,Icebox,Vision Strikers,Defesa,8,13,Perdedor,4,4,Agente,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Rb,Vision Strikers,KR,126,7,/19/,19,8,949,"94,9",1,2,-1,"0,23",Gambit Esports,EMEA,Icebox,Vision Strikers,Defesa,8,13,Perdedor,4,4,Agente,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Chronicle,Gambit Esports,EMEA,299,21,/15/,15,5,1993,"199,3",3,1,2,"0,24",Vision Strikers,KR,Icebox,Vision Strikers,Ataque,13,8,Vencedor,8,5,Agente,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
nAts,Gambit Esports,EMEA,224,16,/13/,13,8,1363,"136,3",1,1,0,"0,23",Vision Strikers,KR,Icebox,Vision Strikers,Ataque,13,8,Vencedor,8,5,Agente,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
sheydos,Gambit Esports,EMEA,220,16,/12/,12,1,1579,"157,9",3,1,2,"0,4",Vision Strikers,KR,Icebox,Vision Strikers,Ataque,13,8,Vencedor,8,5,Agente,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
d3ffo,Gambit Esports,EMEA,207,16,/12/,12,2,1337,"133,7",3,2,1,"0,4",Vision Strikers,KR,Icebox,Vision Strikers,Ataque,13,8,Vencedor,8,5,Agente,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Redgar,Gambit Esports,EMEA,97,8,/15/,15,8,719,"71,9",2,4,-2,"0,3",Vision Strikers,KR,Icebox,Vision Strikers,Ataque,13,8,Vencedor,8,5,Agente,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
keloqz,G2 eSports,EMEA,372,26,/12/,12,3,2307,"230,7",5,1,4,"0,25",KRÜ,LATAM,Icebox,G2 eSports,Ataque,13,9,Vencedor,7,6,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
koldamenta,G2 eSports,EMEA,261,19,/8/,8,8,1925,"192,5",2,0,2,"0,16",KRÜ,LATAM,Icebox,G2 eSports,Ataque,13,9,Vencedor,7,6,Raze,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Mixwell,G2 eSports,EMEA,237,16,/10/,10,3,1592,"159,2",1,1,0,"0,2",KRÜ,LATAM,Icebox,G2 eSports,Ataque,13,9,Vencedor,7,6,Sova,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
nukkye,G2 eSports,EMEA,183,13,/10/,10,5,1154,"115,4",2,5,-3,"0,12",KRÜ,LATAM,Icebox,G2 eSports,Ataque,13,9,Vencedor,7,6,Sage,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
AvovA,G2 eSports,EMEA,124,8,/13/,13,10,804,"80,4",1,2,-1,"0,13",KRÜ,LATAM,Icebox,G2 eSports,Ataque,13,9,Vencedor,7,6,Viper,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
NagZ,KRÜ,LATAM,188,12,/17/,17,2,1384,"138,4",4,4,0,"0,2",G2 eSports,EMEA,Icebox,G2 eSports,Defesa,9,13,Perdedor,4,5,Reyna,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
delz1k,KRÜ,LATAM,177,12,/15/,15,1,1096,"109,6",2,0,2,"0,19",G2 eSports,EMEA,Icebox,G2 eSports,Defesa,9,13,Perdedor,4,5,Sage,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Klaus,KRÜ,LATAM,166,11,/16/,16,1,1191,"119,1",2,5,-3,"0,32",G2 eSports,EMEA,Icebox,G2 eSports,Defesa,9,13,Perdedor,4,5,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
keznit,KRÜ,LATAM,144,10,/17/,17,3,1061,"106,1",1,2,-1,"0,26",G2 eSports,EMEA,Icebox,G2 eSports,Defesa,9,13,Perdedor,4,5,Viper,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Mazino,KRÜ,LATAM,131,8,/17/,17,9,837,"83,7",0,0,0,"0,27",G2 eSports,EMEA,Icebox,G2 eSports,Defesa,9,13,Perdedor,4,5,Sova,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
keloqz,G2 eSports,EMEA,332,26,/15/,15,4,2035,"203,5",6,1,5,"0,18",KRÜ,LATAM,Haven,KRÜ,Defesa,13,7,Vencedor,6,7,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
nukkye,G2 eSports,EMEA,234,16,/14/,14,8,1516,"151,6",2,2,0,"0,11",KRÜ,LATAM,Haven,KRÜ,Defesa,13,7,Vencedor,6,7,Sova,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
koldamenta,G2 eSports,EMEA,214,18,/15/,15,4,1468,"146,8",2,2,0,"0,42",KRÜ,LATAM,Haven,KRÜ,Defesa,13,7,Vencedor,6,7,Killjoy,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
AvovA,G2 eSports,EMEA,201,18,/13/,13,5,1256,"125,6",0,2,-2,"0,29",KRÜ,LATAM,Haven,KRÜ,Defesa,13,7,Vencedor,6,7,Phoenix,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Mixwell,G2 eSports,EMEA,105,8,/13/,13,7,700,70,3,2,1,"0,24",KRÜ,LATAM,Haven,KRÜ,Defesa,13,7,Vencedor,6,7,Omen,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
keznit,KRÜ,LATAM,294,22,/18/,18,6,1961,"196,1",2,2,0,"0,23",G2 eSports,EMEA,Haven,KRÜ,Ataque,7,13,Perdedor,5,2,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
delz1k,KRÜ,LATAM,208,15,/18/,18,9,1387,"138,7",2,2,0,"0,35",G2 eSports,EMEA,Haven,KRÜ,Ataque,7,13,Perdedor,5,2,Astra,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
NagZ,KRÜ,LATAM,191,12,/16/,16,5,1312,"131,2",5,3,2,"0,13",G2 eSports,EMEA,Haven,KRÜ,Ataque,7,13,Perdedor,5,2,Killjoy,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Mazino,KRÜ,LATAM,143,10,/17/,17,6,985,"98,5",0,3,-3,"0,19",G2 eSports,EMEA,Haven,KRÜ,Ataque,7,13,Perdedor,5,2,Skye,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Klaus,KRÜ,LATAM,127,11,/17/,17,7,811,"81,1",0,3,-3,"0,17",G2 eSports,EMEA,Haven,KRÜ,Ataque,7,13,Perdedor,5,2,Sage,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Hiko,100 Thieves,NA,255,18,/16/,16,10,1830,183,2,1,1,"0,26",Acend,EMEA,Ascent,100 Thieves,Defesa,9,13,Perdedor,3,6,Sova,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
nitr0,100 Thieves,NA,221,18,/16/,16,8,2041,"204,1",3,2,1,"0,3",Acend,EMEA,Ascent,100 Thieves,Defesa,9,13,Perdedor,3,6,Astra,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Ethan,100 Thieves,NA,181,15,/18/,18,3,1178,"117,8",3,5,-2,"0,16",Acend,EMEA,Ascent,100 Thieves,Defesa,9,13,Perdedor,3,6,Skye,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
steel,100 Thieves,NA,173,11,/19/,19,7,1236,"123,6",1,1,0,"0,17",Acend,EMEA,Ascent,100 Thieves,Defesa,9,13,Perdedor,3,6,Killjoy,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Asuna,100 Thieves,NA,120,8,/16/,16,5,888,"88,8",3,1,2,"0,2",Acend,EMEA,Ascent,100 Thieves,Defesa,9,13,Perdedor,3,6,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
cNed,Acend,EMEA,287,23,/14/,14,3,1891,"189,1",4,1,3,"0,13",100 Thieves,NA,Ascent,100 Thieves,Ataque,13,9,Vencedor,6,7,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
zeek,Acend,EMEA,235,19,/11/,11,10,1496,"149,6",0,2,-2,"0,19",100 Thieves,NA,Ascent,100 Thieves,Ataque,13,9,Vencedor,6,7,Sova,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
starxo,Acend,EMEA,223,19,/13/,13,10,1447,"144,7",3,2,1,"0,25",100 Thieves,NA,Ascent,100 Thieves,Ataque,13,9,Vencedor,6,7,Sage,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Kiles,Acend,EMEA,215,16,/15/,15,5,1538,"153,8",1,3,-2,"0,29",100 Thieves,NA,Ascent,100 Thieves,Ataque,13,9,Vencedor,6,7,Killjoy,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
BONECOLD,Acend,EMEA,92,8,/17/,17,8,692,"69,2",2,4,-2,"0,43",100 Thieves,NA,Ascent,100 Thieves,Ataque,13,9,Vencedor,6,7,Astra,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Asuna,100 Thieves,NA,303,21,/15/,15,5,1826,"182,6",5,4,1,"0,22",Acend,EMEA,Haven,Acend,Defesa,13,8,Vencedor,5,8,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Hiko,100 Thieves,NA,240,17,/10/,10,12,1762,"176,2",1,1,0,"0,17",Acend,EMEA,Haven,Acend,Defesa,13,8,Vencedor,5,8,Sova,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Ethan,100 Thieves,NA,216,17,/13/,13,3,1277,"127,7",2,2,0,"0,28",Acend,EMEA,Haven,Acend,Defesa,13,8,Vencedor,5,8,Skye,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
